HUD frame time nsec:,16667000

Range Index,Elapsed Time, First Event,Last Event
0,15776,10,10
1,18944,19,19
2,704,28,28
3,704,33,33
4,31456,38,38
5,704,43,43
6,704,48,48
7,704,53,53
8,672,58,58
9,13315232,68,68
