HUD frame time nsec:,57682000

Range Index,Elapsed Time, First Event,Last Event
0,15168,10,10
1,19168,18,18
2,672,26,26
3,704,31,31
4,35904,36,36
5,672,41,41
6,704,46,46
7,704,51,51
8,704,56,56
9,14890656,64,64
