HUD frame time nsec:,98562000

Range Index,Elapsed Time, First Event,Last Event
211,3360,1686,1686
212,1920,1694,1694
213,2368,1702,1702
214,9856,1710,1710
215,896,1718,1718
216,704,1726,1726
217,704,1734,1734
218,768,1742,1742
219,2272,1750,1750
220,1408,1758,1758
221,1536,1766,1766
222,2368,1774,1774
223,3936,1782,1782
224,2656,1790,1790
225,896,1798,1798
226,2432,1806,1806
227,3936,1814,1814
228,2144,1822,1822
229,1856,1830,1830
230,1344,1838,1838
231,2912,1846,1846
232,2464,1854,1854
233,2848,1862,1862
234,2368,1870,1870
235,3616,1878,1878
236,2784,1886,1886
237,2592,1894,1894
238,2400,1902,1902
239,2624,1910,1910
240,3040,1918,1918
241,2592,1926,1926
242,2496,1934,1934
243,2368,1942,1942
244,704,1950,1950
245,2624,1958,1958
246,2240,1966,1966
247,2464,1974,1974
248,2592,1982,1982
249,2528,1990,1990
250,2880,1998,1998
251,29984,2006,2006
252,1504,2014,2014
253,1248,2022,2022
254,1376,2030,2030
255,1504,2038,2038
256,1216,2046,2046
257,1344,2054,2054
258,1120,2062,2062
259,1120,2070,2070
260,1600,2078,2078
261,3232,2086,2086
262,2656,2094,2094
263,2432,2102,2102
264,6720,2110,2110
265,864,2118,2118
266,896,2126,2126
267,672,2134,2134
268,1856,2142,2142
269,2400,2150,2150
270,1312,2158,2158
271,1760,2166,2166
272,2720,2174,2174
273,2496,2182,2182
274,2656,2190,2190
275,2592,2198,2198
276,2464,2206,2206
277,3008,2214,2214
278,2272,2222,2222
279,2528,2230,2230
280,2624,2238,2238
281,2240,2246,2246
282,2528,2254,2254
283,2656,2262,2262
284,3232,2270,2270
285,1888,2278,2278
286,3264,2286,2286
287,3040,2294,2294
288,2240,2302,2302
289,2400,2310,2310
290,2624,2318,2318
291,2464,2326,2326
292,2112,2334,2334
293,2816,2342,2342
294,1504,2350,2350
295,2624,2358,2358
296,2368,2366,2366
297,3072,2374,2374
298,3424,2382,2382
299,1824,2390,2390
300,2368,2398,2398
301,2528,2406,2406
302,3136,2414,2414
303,2016,2422,2422
304,2912,2430,2430
305,2304,2438,2438
306,2688,2446,2446
307,2784,2454,2454
308,1760,2462,2462
309,464832,2464,2464
