HUD frame time nsec:,48438000

Range Index,Elapsed Time, First Event,Last Event
0,15584,10,10
1,19648,18,18
2,704,26,26
3,704,31,31
4,31296,36,36
5,704,41,41
6,704,46,46
7,704,51,51
8,672,56,56
9,14034048,64,64
