HUD frame time nsec:,111378000

Range Index,Elapsed Time, First Event,Last Event
159,3072,1875,1875
160,5312,1887,1887
161,1280,1899,1899
162,1280,1911,1911
163,1312,1923,1923
164,1376,1935,1935
165,1248,1947,1947
166,1248,1959,1959
167,2112,1971,1971
168,1312,1983,1983
169,2208,1995,1995
170,1280,2007,2007
171,2304,2019,2019
172,4416,2031,2031
173,2336,2043,2043
174,3264,2055,2055
175,4992,2067,2067
176,4448,2079,2079
177,5696,2091,2091
178,5696,2103,2103
179,5088,2115,2115
180,4160,2127,2127
181,4832,2139,2139
182,3968,2151,2151
183,3776,2163,2163
184,3360,2175,2175
185,3136,2187,2187
186,3808,2199,2199
187,2816,2211,2211
188,3104,2223,2223
189,3712,2235,2235
190,3296,2247,2247
191,4640,2259,2259
192,5888,2271,2271
193,5984,2283,2283
194,5280,2295,2295
195,4736,2307,2307
196,5024,2319,2319
197,5376,2331,2331
198,3968,2343,2343
199,3936,2355,2355
200,3040,2367,2367
201,4160,2379,2379
202,3936,2391,2391
203,3424,2403,2403
204,1312,2415,2415
205,1216,2427,2427
206,3360,2439,2439
207,1216,2451,2451
208,1408,2463,2463
209,2752,2475,2475
210,2432,2487,2487
211,2496,2499,2499
212,2592,2511,2511
213,2880,2523,2523
214,4032,2535,2535
215,1984,2547,2547
216,2816,2559,2559
217,2432,2571,2571
218,3744,2583,2583
219,2976,2595,2595
220,1312,2607,2607
221,2944,2619,2619
222,3904,2631,2631
223,1824,2643,2643
224,2880,2655,2655
225,1248,2667,2667
226,3744,2679,2679
227,3488,2691,2691
228,3520,2703,2703
229,3328,2715,2715
230,1216,2727,2727
231,1184,2739,2739
232,4448,2751,2751
233,2944,2763,2763
234,3136,2775,2775
235,4512,2787,2787
236,4928,2799,2799
237,6880,2811,2811
238,5440,2823,2823
239,5408,2835,2835
240,4864,2847,2847
241,4576,2859,2859
242,4000,2871,2871
243,4960,2883,2883
244,3680,2895,2895
245,4064,2907,2907
246,2112,2919,2919
247,2016,2931,2931
248,3680,2943,2943
249,3232,2955,2955
250,4160,2967,2967
251,2528,2979,2979
252,3168,2991,2991
253,2688,3003,3003
254,2112,3015,3015
255,3712,3027,3027
256,2752,3039,3039
257,4960,3051,3051
258,5184,3063,3063
259,3744,3075,3075
260,4672,3087,3087
261,5408,3099,3099
262,4768,3111,3111
263,5312,3123,3123
264,3776,3135,3135
265,3136,3147,3147
266,3648,3159,3159
267,3776,3171,3171
268,1888,3183,3183
269,4128,3195,3195
270,1184,3207,3207
271,1728,3219,3219
272,2912,3231,3231
273,2400,3243,3243
274,2560,3255,3255
275,2688,3267,3267
276,2400,3279,3279
277,5664,3291,3291
278,768,3303,3303
279,1952,3315,3315
280,2912,3327,3327
281,5376,3339,3339
282,960,3351,3351
283,1824,3363,3363
284,3808,3375,3375
285,2784,3387,3387
286,1184,3399,3399
287,2816,3411,3411
288,3040,3423,3423
289,2464,3435,3435
290,2496,3447,3447
291,2976,3459,3459
292,3264,3471,3471
293,3776,3483,3483
294,4160,3495,3495
295,2560,3507,3507
296,1344,3519,3519
297,2112,3531,3531
298,2784,3543,3543
299,2432,3555,3555
300,3328,3567,3567
301,2624,3579,3579
302,5664,3591,3591
303,3776,3603,3603
304,3680,3615,3615
305,3360,3627,3627
306,3712,3639,3639
307,4416,3651,3651
308,1920,3663,3663
309,369792,3665,3665
